,Frame,x1,y1,x2,y2,Confidence,Vehicle
501,998,137.7,302.1,363.0,563.5,0.9,Car
502,999,136.1,306.3,359.7,563.8,0.9,Car
503,1000,131.7,304.7,357.7,565.6,0.9,Car
504,1001,124.2,315.4,351.6,566.1,0.9,Car
505,1002,125.2,323.5,346.2,567.2,1.0,Car
506,1003,122.2,320.2,337.1,568.2,1.0,Car
507,1004,119.6,327.1,335.3,568.5,1.0,Car
508,1005,112.8,330.9,328.1,569.4,0.9,Car
509,1006,109.0,338.3,323.1,570.5,0.9,Car
510,1007,107.5,343.9,318.8,570.2,0.9,Car
511,1008,91.1,347.0,314.2,579.3,0.9,Car
512,1009,88.7,351.3,306.5,582.5,0.9,Car
513,1010,91.5,354.6,302.6,587.5,0.9,Car
514,1011,96.0,361.0,300.6,576.8,0.9,Car
515,1012,94.0,364.1,293.6,571.3,0.9,Car
516,1013,88.7,365.5,288.2,581.8,0.9,Car
517,1014,86.3,366.6,286.9,581.3,0.9,Car
518,1015,81.3,370.1,282.2,579.1,0.9,Car
519,1016,79.3,375.8,277.5,567.5,0.9,Car
520,1017,72.8,379.4,272.7,563.4,0.9,Car
521,1018,67.8,381.8,270.3,564.6,0.9,Car
522,1019,65.2,385.5,268.5,563.6,0.9,Car
523,1020,62.6,389.3,266.3,563.5,0.9,Car
524,1021,58.5,392.4,254.0,562.8,0.9,Car
525,1022,51.6,394.8,252.4,562.8,0.9,Car
526,1023,49.9,395.6,248.9,561.8,0.9,Car
527,1024,48.3,399.6,236.7,558.1,0.9,Car
528,1025,43.2,402.1,228.8,554.9,0.9,Car
529,1026,39.5,403.9,221.0,551.9,0.9,Car
530,1027,28.2,403.0,213.9,550.7,0.9,Car
531,1028,27.9,404.1,207.9,549.8,0.9,Car
532,1029,22.1,408.2,201.6,545.1,0.9,Car
533,1030,7.6,410.8,197.5,544.1,0.9,Car
534,1030,5.3,413.5,197.4,542.5,0.5,Bus
535,1031,4.9,411.0,194.4,541.9,1.0,Car
536,1031,4.9,413.3,195.2,540.1,0.4,Bus
537,1032,7.7,411.9,186.1,538.6,0.9,Car
538,1032,7.7,414.2,189.9,537.4,0.3,Bus
539,1033,6.9,410.7,179.4,537.8,0.9,Car
540,1034,4.9,408.9,176.1,540.3,0.9,Car
541,1035,4.0,407.3,170.3,544.8,0.9,Car
542,1036,0.8,405.7,164.3,540.5,0.7,Car
543,1037,0.7,403.2,149.4,538.9,0.3,Car
544,1041,2.0,380.6,59.2,491.5,0.4,Car
545,1042,0.5,381.4,55.2,491.5,0.6,Car
546,1043,0.5,361.4,52.0,492.4,0.6,Car
547,1044,0.3,341.0,49.8,492.0,0.9,Car
548,1045,0.2,337.9,47.7,491.3,0.9,Car
549,1046,0.1,332.6,46.3,490.3,0.8,Car
550,1047,0.0,333.9,43.2,486.2,0.6,Car
551,1048,0.0,331.7,42.6,491.3,0.4,Car
552,1049,0.0,314.8,41.9,492.8,0.3,Car
